Endurance session #3
resistanceTargeted:fullbody

resistanceTargeted:chest/cable-crossover,R=15,W=20,D=30,I=0.4
resistanceTargeted:chest/cable-crossover,R=20,W=20,D=40,I=0.6
resistanceTargeted:chest/cable-crossover,R=25,W=20,D=50,I=0.6

resistanceTargeted:back/lateral-pulldown,R=15,W=20,D=30,I=0.4
resistanceTargeted:back/lateral-pulldown,R=20,W=20,D=40,I=0.4
resistanceTargeted:back/lateral-pulldown,R=25,W=20,D=50,I=0.6

resistanceTargeted:legs/squat,R=15,W=0,D=30,I=0.2
resistanceTargeted:legs/squat,R=20,W=0,D=35,I=0.4
resistanceTargeted:legs/squat,R=25,W=0,D=40,I=0.4

resistanceTargeted:legs/lunges,R=15,W=20,D=30,I=0.6
resistanceTargeted:legs/lunges,R=20,W=20,D=40,I=0.6
resistanceTargeted:legs/lunges,R=25,W=20,D=50,I=0.8

resistanceTargeted:shoulders/lateral-raise,R=15,W=10,D=30,I=0.4
resistanceTargeted:shoulders/lateral-raise,R=20,W=10,D=40,I=0.6
resistanceTargeted:shoulders/lateral-raise,R=25,W=10,D=50,I=0.8

resistanceTargeted:shoulders/dumbbell-shoulder-press,R=15,W=20,D=30,I=0.6
resistanceTargeted:shoulders/dumbbell-shoulder-press,R=20,W=20,D=40,I=0.8
resistanceTargeted:shoulders/dumbbell-shoulder-press,R=25,W=20,D=50,I=0.8

resistanceTargeted:arms/dumbbell-biceps-curl,R=15,W=20,D=30,I=0.6
resistanceTargeted:arms/dumbbell-biceps-curl,R=20,W=20,D=40,I=0.6
resistanceTargeted:arms/dumbbell-biceps-curl,R=25,W=20,D=50,I=0.8

resistanceTargeted:arms/triceps-extension,R=15,W=10,D=30,I=0.6
resistanceTargeted:arms/triceps-extension,R=20,W=10,D=40,I=0.8
resistanceTargeted:arms/triceps-extension,R=25,W=10,D=50,I=0.8

resistanceTargeted:legs/dumbbell-calf-raise,R=15,W=30,D=20,I=0.4
resistanceTargeted:legs/dumbbell-calf-raise,R=20,W=30,D=25,I=0.4
resistanceTargeted:legs/dumbbell-calf-raise,R=25,W=30,D=30,I=0.6

resistanceTargeted:core/crunches,R=15,W=0,D=30,I=0.2
resistanceTargeted:core/crunches,R=20,W=0,D=30,I=0.4
resistanceTargeted:core/crunches,R=25,W=0,D=30,I=0.8

indoorsCardio:running-machine,D=1200,I=0.6
