A chest session with pyramid-like variation
resistanceTargeted:back

resistanceTargeted:chest/cable-row,         R=20,W=44,D=30,I=0.5
resistanceTargeted:chest/leverage-high-row, R=20,W=45,D=30,I=0.5
resistanceTargeted:chest/upright-row,       R=20,W=20,D=30,I=0.5
resistanceTargeted:chest/lateral-pulldown,  R=20,W=49,D=30,I=0.5
resistanceTargeted:chest/reverse-flyes,     R=20,W=49,D=30,I=0.5

resistanceTargeted:chest/cable-row,         R=18,W=48,D=30,I=0.6
resistanceTargeted:chest/leverage-high-row, R=18,W=50,D=30,I=0.6
resistanceTargeted:chest/upright-row,       R=18,W=30,D=30,I=0.6
resistanceTargeted:chest/lateral-pulldown,  R=18,W=56,D=30,I=0.6
resistanceTargeted:chest/reverse-flyes,     R=18,W=56,D=30,I=0.6

resistanceTargeted:chest/cable-row,         R=15,W=52,D=30,I=0.7
resistanceTargeted:chest/leverage-high-row, R=15,W=55,D=30,I=0.7
resistanceTargeted:chest/upright-row,       R=14,W=40,D=30,I=0.7
resistanceTargeted:chest/lateral-pulldown,  R=11,W=63,D=30,I=0.7
resistanceTargeted:chest/reverse-flyes,     R=11,W=63,D=30,I=0.7

resistanceTargeted:chest/cable-row,         R=10,W=56,D=30,I=0.8
resistanceTargeted:chest/leverage-high-row, R=10,W=60,D=30,I=0.8
resistanceTargeted:chest/upright-row,       R=11,W=45,D=30,I=0.8
resistanceTargeted:chest/lateral-pulldown,  R=7,W=70,D=30,I=0.8
resistanceTargeted:chest/reverse-flyes,     R=7,W=70,D=30,I=0.8

resistanceTargeted:chest/cable-row,         R=7,W=60,D=30,I=0.9
resistanceTargeted:chest/leverage-high-row, R=7,W=65,D=30,I=0.9
resistanceTargeted:chest/upright-row,       R=7,W=50,D=30,I=0.9
resistanceTargeted:chest/lateral-pulldown,  R=7,W=77,D=30,I=0.9
resistanceTargeted:chest/reverse-flyes,     R=7,W=77,D=30,I=0.9
