Beginner session week 2
resistanceTargeted:upperbody

resistanceTargeted:chest/bench-press,R=10,W=20,D=30,I=0.4
resistanceTargeted:chest/bench-press,R=12,W=20,D=35,I=0.4
resistanceTargeted:chest/bench-press,R=15,W=20,D=42,I=0.6

resistanceTargeted:chest/dumbbell-flyes,R=10,W=20,D=30,I=0.4
resistanceTargeted:chest/dumbbell-flyes,R=12,W=20,D=36,I=0.6
resistanceTargeted:chest/dumbbell-flyes,R=15,W=20,D=44,I=0.6

resistanceTargeted:back/upright-row,R=10,W=20,D=30,I=0.4
resistanceTargeted:back/upright-row,R=12,W=20,D=33,I=0.4
resistanceTargeted:back/upright-row,R=15,W=20,D=39,I=0.6

resistanceTargeted:back/lateral-pulldown,R=10,W=20,D=30,I=0.4
resistanceTargeted:back/lateral-pulldown,R=12,W=20,D=37,I=0.6
resistanceTargeted:back/lateral-pulldown,R=15,W=20,D=41,I=0.8

resistanceTargeted:shoulders/dumbbell-shoulder-press,R=10,W=10,D=30,I=0.4
resistanceTargeted:shoulders/dumbbell-shoulder-press,R=12,W=10,D=31,I=0.4
resistanceTargeted:shoulders/dumbbell-shoulder-press,R=15,W=10,D=40,I=0.4

resistanceTargeted:shoulders/lateral-raise,R=10,W=20,D=30,I=0.6
resistanceTargeted:shoulders/lateral-raise,R=12,W=20,D=35,I=0.8
resistanceTargeted:shoulders/lateral-raise,R=15,W=20,D=43,I=1

resistanceTargeted:arms/barbell-biceps-curl,R=10,W=20,D=30,I=0.4
resistanceTargeted:arms/barbell-biceps-curl,R=12,W=20,D=33,I=0.6
resistanceTargeted:arms/barbell-biceps-curl,R=15,W=20,D=41,I=0.6

resistanceTargeted:arms/dumbbell-biceps-curl,R=10,W=20,D=28,I=0.6
resistanceTargeted:arms/dumbbell-biceps-curl,R=12,W=20,D=33,I=0.8
resistanceTargeted:arms/dumbbell-biceps-curl,R=15,W=20,D=45,I=1

resistanceTargeted:arms/triceps-extension,R=10,W=15,D=31,I=0.6
resistanceTargeted:arms/triceps-extension,R=12,W=15,D=34,I=0.6
resistanceTargeted:arms/triceps-extension,R=15,W=15,D=44,I=0.8

resistanceTargeted:back/cable-row,R=8,W=20,D=20,I=0.4
resistanceTargeted:back/cable-row,R=10,W=20,D=25,I=0.4
resistanceTargeted:back/cable-row,R=12,W=20,D=30,I=0.6

resistanceTargeted:core/crunches,R=20,W=0,D=30,I=0.6
resistanceTargeted:core/crunches,R=20,W=0,D=30,I=0.8
resistanceTargeted:core/crunches,R=20,W=0,D=30,I=0.8
